For M5|Adr   145|KD1      101      15:53:321   5|Rf        1.72165 m   |HD         22.094 m   |                      | 
For M5|Adr   146|KD1      101      15:53:32    5|                      |                      |Z       142.61367 m   | 
For M5|Adr   147|KD1      101      15:55:151   5|Rb        1.31305 m   |HD         27.722 m   |                      | 
For M5|Adr   148|KD1      102      15:57:171   5|Rf        1.72390 m   |HD         26.413 m   |                      | 
For M5|Adr   149|KD1      102      15:57:17    5|                      |                      |Z       142.20282 m   | 
For M5|Adr   150|KD1      102      15:58:371   5|Rb        1.37055 m   |HD         19.489 m   |                      | 
For M5|Adr   151|KD1      103      16:00:191   5|Rf        1.41863 m   |HD         11.420 m   |                      | 
For M5|Adr   152|KD1      103      16:00:19    5|                      |                      |Z       142.15474 m   | 
For M5|Adr   153|KD1      103      16:03:041   5|Rb        1.18868 m   |HD         14.382 m   |                      | 
For M5|Adr   154|KD1      104      16:07:281   5|Rf        1.65674 m   |HD         19.188 m   |                      | 
For M5|Adr   155|KD1      104      16:07:28    5|                      |                      |Z       141.68668 m   | 
For M5|Adr   156|KD1      104      16:08:451   5|Rb        1.25914 m   |HD          5.568 m   |                      | 
For M5|Adr   157|TO  Intermediate sight.       5|                      |                      |                      | 
For M5|Adr   158|KD1    10003      16:09:431   5|Rz        0.73767 m   |HD          5.074 m   |Z       142.20815 m   | 
For M5|Adr   159|KD1    10002      16:10:401   5|Rz        0.69478 m   |HD         11.613 m   |Z       142.25104 m   | 
For M5|Adr   160|KD1    10001      16:11:291   5|Rz        0.86300 m   |HD         17.742 m   |Z       142.08282 m   | 
For M5|Adr   161|TO  End of interm. sight.     5|                      |                      |                      | 
For M5|Adr   162|KD1      105      16:12:371   5|Rf        1.70069 m   |HD          6.294 m   |                      | 
For M5|Adr   163|KD1      105      16:12:37    5|                      |                      |Z       141.24513 m   | 
For M5|Adr   164|KD1      105      16:15:141   5|Rb        1.46822 m   |HD         42.252 m   |                      | 
For M5|Adr   165|KD1      106      16:18:581   5|Rf        1.88515 m   |HD         33.125 m   |                      | 
For M5|Adr   166|KD1      106      16:18:58    5|                      |                      |Z       140.82820 m   | 
For M5|Adr   167|KD1      106      16:20:221   5|Rb        1.13529 m   |HD         21.988 m   |                      | 
For M5|Adr   168|KD1      107      16:21:381   5|Rf        1.85122 m   |HD         30.073 m   |                      | 
For M5|Adr   169|KD1      107      16:21:38    5|                      |                      |Z       140.11227 m   | 
For M5|Adr   170|KD1      107      16:30:241   5|Rb        1.63839 m   |HD         15.569 m   |                      | 
For M5|Adr   171|KD1      108      16:32:101   5|Rf        1.08071 m   |HD         23.845 m   |                      | 
For M5|Adr   172|KD1      108      16:32:10    5|                      |                      |Z       140.66995 m   | 
For M5|Adr   173|KD1      108      16:33:541   5|Rb        1.71306 m   |HD         12.237 m   |                      | 
For M5|Adr   174|KD1      109      16:35:041   5|Rf        1.52415 m   |HD         10.251 m   |                      | 
For M5|Adr   175|KD1      109      16:35:04    5|                      |                      |Z       140.85886 m   | 
For M5|Adr   176|KD1      109      16:35:561   5|Rb        1.54207 m   |HD          2.597 m   |                      | 
For M5|Adr   177|KD1      110      16:37:001   5|Rf        1.82417 m   |HD          2.192 m   |                      | 
For M5|Adr   178|KD1      110      16:37:00    5|                      |                      |Z       140.57676 m   | 
For M5|Adr   179|KD1      110      16:38:211   5|Rb        0.34056 m   |HD          2.849 m   |                      | 
For M5|Adr   180|KD1      111      16:39:051   5|Rf        1.68410 m   |HD          1.985 m   |                      | 
For M5|Adr   181|KD1      111      16:39:05    5|                      |                      |Z       139.23322 m   | 
For M5|Adr   182|KD1      111      16:40:421   5|Rb        0.32540 m   |HD          3.868 m   |                      | 
For M5|Adr   183|KD1      112      16:42:101   5|Rf        1.81337 m   |HD          2.037 m   |                      | 
